correction_id,target,wiki_path,column_name,status,edited_line_no,old_desc,new_desc,notes
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_aum.md,CanDeposit,dry_run,287,"Computed in source (transform kind not classified). Formula: `,IsLastDayYear ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,VerificationLevelID ,Name AS VerificationLevel ,fs…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation`, `main.bi_output.bi_output_vg_date` (+2 more))","Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_aum.md,AccountManagerID,dry_run,268,"Computed in source (transform kind not classified). Formula: `,RealizedEquityTP AS RealizedEquityTradingPlatform ,TotalPositionPNL ,TotalInvestedAmount ,TotalEquityTP AS EquityTradingPlatform ,CashInCopy ,InvestedAmountCopy ,EquityCopy …`. (Tier 2 — literal)",Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_aum.md,CommunicationLanguageID,dry_run,272,"Computed in source (transform kind not classified). Formula: `,CashInCopy ,InvestedAmountCopy ,EquityCopy ,EquityStocksManual ,InvestedAmountStocksManual ,InvestedAmountCryptoManual ,CreditTP BalanceTradingPlatfrom ,IBANBalance BalanceI…`. (Tier 2 — literal)",Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_aum.md,RegulationID,dry_run,261,"Computed in source (transform kind not classified). Formula: `,DateID ,Date ,WeekNumberYear ,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,RealizedEquityTP AS RealizedEquityTradingPlatform ,TotalPositionPNL ,TotalI…`. (Tier 2 — from `main.bi_output.bi_output_vg_date`)",Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_club.md,CanDeposit,dry_run,307,Direct passthrough from upstream. Formula: `CanDeposit`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus`),"Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_club.md,AccountManagerID,dry_run,287,Direct passthrough from upstream. Formula: `AccountManagerID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_club.md,CommunicationLanguageID,dry_run,291,Direct passthrough from upstream. Formula: `CommunicationLanguageID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_club.md,RegulationID,dry_run,280,Direct passthrough from upstream. Formula: `RegulationID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_Customer.AccountStatusID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_club_offers.md,AccountStatusID,dry_run,287,"Computed in source (transform kind not classified). Formula: `,IsEligbleOnRequest ,RequestedBy ,Active ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,VerificationLevelID ,Name AS VerificationLevel ,…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation`, `main.bi_output_stg.bi_output_customer_customer_facing_club_club_offer_eligibilty` (+2 more))",Account operational status. Default=0. SP_Dim_Customer converts NULLs to 0 via ISNULL.,cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md.AccountStatusID
Dim_Customer.MifidCategorizationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_club_offers.md,IsPro,dry_run,286,"`IsPro` discriminator: `MifidCategorizationID IN (2,3)` → set to 1 else 0. Formula: `,ClaimedDate ,IsEligbleOnRequest ,RequestedBy ,Active ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,VerificationLevelID ,Name AS Ve…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation`, `main.bi_output_stg.bi_output_customer_customer_facing_club_club_offer_eligibilty` (+2 more))","MiFID II investor classification. FK to Dictionary.MifidCategorization. Values: 1=Retail (97.3%), 4=Eligible Counterparty (2.6%), 5=Professional (0.03%). Default=1.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md.MifidCategorizationID
Dim_Customer.VerificationLevelID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_club_offers.md,VerificationLevelID,dry_run,270,"Computed in source (transform kind not classified). Formula: `,OfferID ,OfferName ,Inventorytype ,DeliveryMethod ,Type ,SubType ,Category ,StartDate ,IsEligble ,HasOffer ,CountryCriteria ,RegulationCrite…`. (Tier 2 — from `main.bi_output_stg.bi_output_customer_customer_facing_club_club_offer_eligibilty`)","KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. DDL default=-1; SP_Dim_Customer converts NULLs to 0 via ISNULL.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md.VerificationLevelID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_club_offers.md,CanDeposit,dry_run,295,"Computed in source (transform kind not classified). Formula: `,Name AS VerificationLevel ,CountryID ,Name AS Country ,MarketingRegionManualName AS Region ,AccountManagerID ,concat_ws(FirstName, '', LastName) AS AccountManager ,La…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked` (+1 more))","Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_copy_mimo.md,CanDeposit,dry_run,305,"Computed in source (transform kind not classified). Formula: `,PositionID ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,VerificationLevelID ,Name AS VerificationLevel ,fsc…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation` (+2 more))","Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
Fact_CustomerAction.PositionID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_copy_mimo.md,PositionID,dry_run,276,Surrogate bigint from `Internal.GetPositionID_Bigint` domain; unique trade position key. (Tier 1 — Trade.PositionTbl),"Position identifier from the source trading system. NOT a primary key of this table — defaults to 0 for non-position events, and the same PositionID appears in both open and close rows.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md.PositionID
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_copy_mimo.md,AccountManagerID,dry_run,286,"Computed in source (transform kind not classified). Formula: `,WeekNumberYear ,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,ParentCID ,ParentUserName ,MirrorTypeID ,OpenOccurred ,CloseOccurred …`. (Tier 2 — from `main.bi_output.bi_output_vg_date`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mirror`)",Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_copy_mimo.md,CommunicationLanguageID,dry_run,290,"Computed in source (transform kind not classified). Formula: `,WeekNumberYear ,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,ParentCID ,ParentUserName ,MirrorTypeID ,OpenOccurred ,CloseOccurred …`. (Tier 2 — from `main.bi_output.bi_output_vg_date`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mirror`)",Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_copy_mimo.md,RegulationID,dry_run,279,"Computed in source (transform kind not classified). Formula: `,WeekNumberYear ,CalendarYearMonth ,CalendarQuarter ,CalendarYear ,ParentCID ,ParentUserName ,MirrorTypeID ,OpenOccurred ,CloseOccurred …`. (Tier 2 — from `main.bi_output.bi_output_vg_date`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mirror`)",Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_Customer.AccountStatusID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_first_dates.md,AccountStatusID,dry_run,285,"Computed in source (transform kind not classified). Formula: `,Options_FTD_Date ,Options_FTDA ,FirstActionType ,FirstActionDate ,FirstIOBTime ,FirstTimeFunded ,FirstFundedDate ,IsFunded …`. (Tier 2 — from `main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ddr_customer_daily_status`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_date`)",Account operational status. Default=0. SP_Dim_Customer converts NULLs to 0 via ISNULL.,cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md.AccountStatusID
Dim_Customer.VerificationLevelID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_first_dates.md,VerificationLevelID,dry_run,247,"Computed in source (transform kind not classified). Formula: `,GCID ,to_date(RegisteredReal) RegistrationDate ,VerificationLevel1Date ,VerificationLevel2Date ,VerificationLevel3Date ,EmailVerifiedDate ,…`. (Tier 2 — from `main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_masked`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked`)","KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. DDL default=-1; SP_Dim_Customer converts NULLs to 0 via ISNULL.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md.VerificationLevelID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_first_dates.md,CanDeposit,dry_run,293,"Computed in source (transform kind not classified). Formula: `,currentclub FirstClub ,date FirstTimeClubDate ,PlayerLevelID ,Name AS ClubTier ,RegulationID ,Name AS Regulation ,Name AS VerificationLevel…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel`, `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation`, `main.general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_clubchangelogproduct` (+2 more))","Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot.md,CanDeposit,dry_run,264,Direct passthrough from upstream. Formula: `CanDeposit`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus`),"Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot.md,AccountManagerID,dry_run,245,Assigned account manager (sales/retention). FK to Dim_Manager. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot.md,CommunicationLanguageID,dry_run,249,Preferred communication language (may differ from interface language). FK to Dim_Language. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.GCID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot.md,GCID,dry_run,233,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 — via Fact_SnapshotCustomer)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.GCID
V_Fact_SnapshotCustomer_FromDateID.RealCID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot.md,RealCID,dry_run,232,Real (funded) customer ID. Hash distribution key. Primary customer identifier. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RealCID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot.md,RegulationID,dry_run,238,Customer's assigned regulatory jurisdiction. FK to Dim_Regulation. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot_test.md,CanDeposit,dry_run,264,Direct passthrough from upstream. Formula: `CanDeposit`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus`),"Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot_test.md,AccountManagerID,dry_run,245,Assigned account manager (sales/retention). FK to Dim_Manager. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot_test.md,CommunicationLanguageID,dry_run,249,Preferred communication language (may differ from interface language). FK to Dim_Language. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.GCID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot_test.md,GCID,dry_run,233,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 — via Fact_SnapshotCustomer)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.GCID
V_Fact_SnapshotCustomer_FromDateID.RealCID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot_test.md,RealCID,dry_run,232,Real (funded) customer ID. Hash distribution key. Primary customer identifier. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RealCID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_customer_snapshot_test.md,RegulationID,dry_run,238,Customer's assigned regulatory jurisdiction. FK to Dim_Regulation. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_ddr_customers_snapshot.md,CanDeposit,dry_run,273,Direct passthrough from upstream. Formula: `CanDeposit`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus`),"Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/bi_output/Views/bi_output_vg_ddr_customers_snapshot.md,AccountManagerID,dry_run,254,Direct passthrough from upstream. Formula: `AccountManagerID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
