correction_id,target,wiki_path,column_name,status,edited_line_no,old_desc,new_desc,notes
Dim_CashoutStatus.Name,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_factbillingwithdraw_transactionsandattributes.md,WithdrawStatus,dry_run,148,Arithmetic combination of upstream columns. Formula: `-- ====================== -- Status -- ====================== Name`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutstatus`),"Human-readable status label (e.g. Pending, InProcess, Processed, Canceled, Rejected, etc.). All 17 production values are loaded from staging; the DWH is not limited to 5 values. UNIQUE constraint exists at production level but is not enforced in the DWH DDL.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutStatus.md.Name
Dim_Country.Region,cascade-uc,knowledge/UC_generated/bi_output/Views/vg_positionsvolumeandattributes_lc4_source.md,Region_as_of_position_date,dry_run,169,"Computed in source (transform kind not classified). Formula: `AccountTypeID AS AccountTypeID_as_of_position_date , Region`. (Tier 2 — literal)","Marketing region label for this country. Loaded from Dictionary.MarketingRegion.Name via JOIN on MarketingRegionID. NOT the geographic region from Dictionary.Region. Up to 21 distinct values (e.g., ""ROW"", ""Africa"", ""French"", ""Arabic""). Used for marketing campaign grouping.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md.Region
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,AccountManagerID,dry_run,248,Assigned account manager (sales/retention). FK to Dim_Manager. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,CommunicationLanguageID,dry_run,252,Preferred communication language (may differ from interface language). FK to Dim_Language. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.GCID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,GCID,dry_run,233,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 — via Fact_SnapshotCustomer)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.GCID
V_Fact_SnapshotCustomer_FromDateID.IsDepositor,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,IsDepositor,dry_run,281,1 if customer has made at least one real-money deposit. Never reverted to 0 once set. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once set. DEFAULT 0. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.IsDepositor
V_Fact_SnapshotCustomer_FromDateID.RealCID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,RealCID,dry_run,232,Real (funded) customer ID. Hash distribution key. Primary customer identifier. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RealCID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/customer_snapshot_v.md,RegulationID,dry_run,241,Customer's assigned regulatory jurisdiction. FK to Dim_Regulation. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,AccountManagerID,dry_run,248,Assigned account manager (sales/retention). FK to Dim_Manager. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,CommunicationLanguageID,dry_run,252,Preferred communication language (may differ from interface language). FK to Dim_Language. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.FromDateID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,FromDateID,dry_run,237,Start date of the customer snapshot range (YYYYMMDD integer). (Tier 1 — inherited from Dim_Range wiki),"Start date of the range in YYYYMMDD integer format. Derived from DateRangeID: LEFT(DateRangeID, 8). Range: 20070101 to 20260310. (Tier 2 — via Dim_Range)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.FromDateID
V_Fact_SnapshotCustomer_FromDateID.GCID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,GCID,dry_run,233,Global Customer ID — cross-platform identifier linking RealCID to demo and external systems. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),"Global Customer ID — the cross-platform identifier linking RealCID to demo and external systems. Source: Ext_FSC_Real_Customer_Customer (primary), Ext_Dim_Customer_CustomerIdentification_DLT (fallback). (Tier 2 — via Fact_SnapshotCustomer)",cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.GCID
V_Fact_SnapshotCustomer_FromDateID.IsDepositor,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,IsDepositor,dry_run,273,1 if customer has made at least one real-money deposit. Never reverted to 0 once set. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),1 if the customer has made at least one real-money deposit (FTD detected). Set when CID appears in Ext_FSC_Customer_FirstTimeDeposits. Never reverted to 0 once set. DEFAULT 0. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.IsDepositor
V_Fact_SnapshotCustomer_FromDateID.RealCID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,RealCID,dry_run,232,Real (funded) customer ID. Hash distribution key. Primary customer identifier. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RealCID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,RegulationID,dry_run,241,Customer's assigned regulatory jurisdiction. FK to Dim_Regulation. (Tier 1 — inherited from Fact_SnapshotCustomer wiki),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
V_Fact_SnapshotCustomer_FromDateID.ToDateID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/ddr_customer_snapshot_scd_v.md,ToDateID,dry_run,238,End date of the customer snapshot range (YYYYMMDD integer). Active rows have ToDateID = YYYY1231. (Tier 1 — inherited from Dim_Range wiki),End date of the range in YYYYMMDD integer format. Derived from DateRangeID: YYYY(From) + MMDD(last 4 chars of DateRangeID). The year of ToDate always equals the year of FromDate. Range: 20070826 to 20261231. (Tier 2 — via Dim_Range),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.ToDateID
Dim_Instrument.BuyCurrencyID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/positions_for_compliance_v.md,buycurrencyid,dry_run,158,Direct passthrough from upstream. Formula: `buycurrencyid`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument`),Buy-side currency abbreviation. For forex: base currency code; for stocks: the asset code (BuyCurrencyID=InstrumentID). Inherited from Trade.Instrument (Tier 1 - Trade.GetInstrument),cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md.BuyCurrencyID
Dim_Instrument.CUSIP,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/positions_for_compliance_v.md,cusip,dry_run,171,Direct passthrough from upstream. Formula: `cusip`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument`),"CUSIP code sourced from Trade.InstrumentCusip (not InstrumentMetaData). Committee on Uniform Securities Identification Procedures identifier for US/Canada securities. NULL for forex, crypto, and many non-US instruments.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md.CUSIP
Dim_Instrument.Name,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/positions_for_compliance_v.md,Instrument,dry_run,157,Direct passthrough from upstream. Formula: `NAME`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument`),"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md.Name
Dim_Position.TreeID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/positions_for_compliance_v.md,treeid,dry_run,143,Direct passthrough from upstream. Formula: `treeid`. (Tier 2 — from `main.dwh.dim_position`),SL/TP/TSL settings for the position; also used as linkage key in Trade.PositionTreeInfo hierarchy (Tier 1 - Trade.PositionTbl wiki),cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Position.md.TreeID
V_Fact_SnapshotCustomer_FromDateID.RealCID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/v_ddr_non_revenue_actions.md,ActionType,dry_run,153,"`ActionType` discriminator: `ActionTypeID = 36`, `CompensationReasonID IN (53,54)`, `ActionTypeID = 36` → set to '        '. Formula: `CASE WHEN ActionTypeID = 36 AND CompensationReasonID IN (53,54) THEN 'CompensationRAFInvitedInviting' WHEN ActionTypeID = 36 AND CompensationReasonID = 22 THEN 'PnLAdjustme…`. (Tier 2 — from `main.de_output.de_output_etoro_kpi_fact_customeraction_w_metrics`)",Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RealCID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/vg_customer_daily_snapshot.md,CanDeposit,dry_run,288,Direct passthrough from upstream. Formula: `CanDeposit`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus`),"Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/vg_customer_daily_snapshot.md,AccountManagerID,dry_run,294,Direct passthrough from upstream. Formula: `AccountManagerID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/vg_customer_daily_snapshot.md,CommunicationLanguageID,dry_run,298,Direct passthrough from upstream. Formula: `CommunicationLanguageID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/vg_customer_daily_snapshot.md,RegulationID,dry_run,264,Direct passthrough from upstream. Formula: `RegulationID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_PlayerStatus.CanDeposit,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/vg_customer_monthly_snapshot.md,CanDeposit,dry_run,298,Direct passthrough from upstream. Formula: `CanDeposit`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus`),"Whether the user can add funds to their account. False for full-block statuses (IsBlocked=1), close-only/pending statuses (9, 13, 15), status 10 (Deposit Blocked), and status 11 (Social Index).",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md.CanDeposit
V_Fact_SnapshotCustomer_FromDateID.AccountManagerID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/vg_customer_monthly_snapshot.md,AccountManagerID,dry_run,304,Direct passthrough from upstream. Formula: `AccountManagerID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Assigned account manager (sales/retention). DEFAULT 0. Source: Ext_FSC_BackOffice_Customer.AccountManagerID (BO). FK to Dim_Manager. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.AccountManagerID
V_Fact_SnapshotCustomer_FromDateID.CommunicationLanguageID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/vg_customer_monthly_snapshot.md,CommunicationLanguageID,dry_run,308,Direct passthrough from upstream. Formula: `CommunicationLanguageID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Preferred communication language (may differ from interface language). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.CommunicationLanguageID (CC). FK to Dim_Language. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.CommunicationLanguageID
V_Fact_SnapshotCustomer_FromDateID.RegulationID,cascade-uc,knowledge/UC_generated/etoro_kpi/Views/vg_customer_monthly_snapshot.md,RegulationID,dry_run,274,Direct passthrough from upstream. Formula: `RegulationID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked`),Customer's assigned regulatory jurisdiction. DEFAULT 0. Sourced from Ext_FSC_BackOffice_RegulationChangeLog.ToRegulationID — end-of-day change. See §2.4. FK to Dim_Regulation. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RegulationID
Dim_Instrument.Name,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/mv_revenue_trading.md,InstrumentName,dry_run,176,Direct passthrough from upstream. Formula: `Name`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument`),"Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md.Name
Dim_Instrument.BuyCurrencyID,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_dim_instrument_enriched.md,BuyCurrencyID,dry_run,143,FK to Dictionary.Currency. Buy-side asset. For forex: base currency; for stocks: asset itself (BuyCurrencyID=InstrumentID). Inherited from Trade.Instrument. (Tier 1 — Trade.GetInstrument),Buy-side currency abbreviation. For forex: base currency code; for stocks: the asset code (BuyCurrencyID=InstrumentID). Inherited from Trade.Instrument (Tier 1 - Trade.GetInstrument),cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md.BuyCurrencyID
Dim_Instrument.CUSIP,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_dim_instrument_enriched.md,CUSIP,dry_run,165,"Alias for InstrumentMetaData.Cusip. Committee on Uniform Securities Identification Procedures code for US/Canada securities. NULL for forex, crypto, many non-US instruments. (Tier 1 — Trade.InstrumentCusip)","CUSIP code sourced from Trade.InstrumentCusip (not InstrumentMetaData). Committee on Uniform Securities Identification Procedures identifier for US/Canada securities. NULL for forex, crypto, and many non-US instruments.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md.CUSIP
Dim_Instrument.Name,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_dim_instrument_enriched.md,Name,dry_run,140,"Computed: TDCUR_BUY.Abbreviation + '/' + TDCUR_SEL.Abbreviation. Display name for UI (e.g., EUR/USD, AAPL/USD). (Tier 1 — Trade.GetInstrument)","Display name computed by Trade.GetInstrument as BuyCurrency Abbreviation + '/' + SellCurrency Abbreviation (e.g., EUR/USD for forex, AAPL/USD for stocks). Not a company name; see InstrumentDisplayName for human-readable labels.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md.Name
Dim_Instrument.SettlementTime,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_dim_instrument_enriched.md,SettlementTime,dry_run,182,"Time of day for settlement. DWH note: reformatted from Trade.FuturesMetaData.SettlementTime via FORMAT(DATEPART(HOUR)*100 + DATEPART(MINUTE), '00:00'). (Tier 1 — Trade.FuturesMetaData)","Time-of-day settlement from Trade.FuturesMetaData, reformatted in SP_Dim_Instrument via FORMAT(DATEPART(HOUR)*100 + DATEPART(MINUTE), '00:00') and cast to TIME. Primarily relevant for futures instruments. NULL for non-futures.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md.SettlementTime
Fact_CustomerAction.MoveMoneyReasonID,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_fact_customeraction.md,MoveMoneyReasonID,dry_run,180,"Computed in source (transform kind not classified). Formula: `DividendID, MoveMoneyReasonID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)",NULL in all archive branches; natively populated only in History.ActiveCredit. Do not join from this view. (Tier 1 - History.Credit.md),cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md.MoveMoneyReasonID
Fact_CustomerAction.PositionID,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_fact_customeraction.md,PositionID,dry_run,131,"Computed flag (CASE expression in source). Formula: `CASE WHEN ActionTypeID = 36 AND CompensationReasonID IN (117, 118) THEN TRY_CAST(REVERSE(SUBSTRING(REVERSE(Description), 1, CHARINDEX(' ', REVERSE(Description)) - 1)) AS BI…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)","Position identifier from the source trading system. NOT a primary key of this table — defaults to 0 for non-position events, and the same PositionID appears in both open and close rows.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md.PositionID
Fact_CustomerAction.MoveMoneyReasonID,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_fact_customeraction_enriched.md,MoveMoneyReasonID,dry_run,179,"Computed in source (transform kind not classified). Formula: `DividendID, MoveMoneyReasonID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)",NULL in all archive branches; natively populated only in History.ActiveCredit. Do not join from this view. (Tier 1 - History.Credit.md),cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md.MoveMoneyReasonID
Fact_CustomerAction.PositionID,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_fact_customeraction_enriched.md,PositionID,dry_run,130,"Computed flag (CASE expression in source). Formula: `CASE WHEN ActionTypeID = 36 AND CompensationReasonID IN (117, 118) THEN TRY_CAST(REVERSE(SUBSTRING(REVERSE(Description), 1, CHARINDEX(' ', REVERSE(Description)) - 1)) AS BI…`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`)","Position identifier from the source trading system. NOT a primary key of this table — defaults to 0 for non-position events, and the same PositionID appears in both open and close rows.",cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md.PositionID
V_Fact_SnapshotCustomer_FromDateID.RealCID,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_mimo_optionsplatform.md,RealCID,dry_run,202,Direct passthrough from upstream. Formula: `RealCID`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked`),Real (funded) customer ID. Hash distribution key. The primary customer identifier in the DWH ecosystem. FK to Dim_Customer (if exists). 46.4M distinct values. (Tier 2 — via Fact_SnapshotCustomer),cascade from knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md.RealCID
Fact_CustomerAction.MoveMoneyReasonID,cascade-uc,knowledge/UC_generated/etoro_kpi_prep/Views/v_mimo_tradingplatform.md,IsIBANQuickTransfer,dry_run,194,`IsIBANQuickTransfer` discriminator: `MoveMoneyReasonID = 6` → set to 1 else 0. Formula: `CASE WHEN MoveMoneyReasonID = 6 THEN 1 ELSE 0 END`. (Tier 2 — from `main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction`),NULL in all archive branches; natively populated only in History.ActiveCredit. Do not join from this view. (Tier 1 - History.Credit.md),cascade from knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md.MoveMoneyReasonID
