wiki_path,column,old_description,new_description,reason
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CID,Direct,Customer ID. Grouping key for all equity aggregations. FK to Dim_Customer (CID = RealCID). HASH distribution key and part of PK. (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,DateID,Direct (alias DateKey → DateID),Primary key. Date encoded as integer YYYYMMDD (e.g. 20260101 for 2026-01-01). The join target for every date-keyed fact in the warehouse. (Tier 1 — DDL + SP_PopulateDimDate) (via Dim_Date); alias DateKey → DateID,climb_found:Dim_Date
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,FullDate,Direct,Native SQL date (e.g. 2026-01-01). 1:1 with DateKey. Use this when a date-typed comparison is needed; use DateKey for integer joins. (Tier 1 — DDL) (via Dim_Date),climb_found:Dim_Date
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,RealizedEquity,Direct,"Customer's **settled (realized) equity** — the realized portion of customer balance. **Excludes unrealized PnL on open positions** (the unrealized component is `Fact_CustomerUnrealized_PnL.PositionPnL`). Computed as `History.ActiveCredit.RealizedEquity` if non-zero, otherwise `TotalCash + TotalPositionsAmount + InProcessCashouts` (cash + invested principal in open positions + pending cashouts). Together with PositionPnL it sums to the customer's full `Balance` per V_Liabilities: `Balance = RealizedEquity + PositionPnL`. NOTE: the Confluence definition of **Unrealized Equity** (""the total funds in the account, including profit/loss from open positions … the Portfolio value figure represented on the platform is Unrealized equity"") describes `Balance` (= RealizedEquity + PositionPnL), **not RealizedEquity itself** — do not confuse the two. (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalPositionsAmount,Direct,"Sum of all open position amounts (NewAmount) for this CID on this date. Includes all asset classes: CFD, stocks, crypto, futures, margin. Source: open positions (Trade.OpenPositionEndOfDay) + same-day closed positions (History.ClosePositionEndOfDay) minus History.Credit CreditTypeID=13 adjustments. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalCash,Direct,Customer's total cash balance for the day. Computed as: previous day's TotalCash (from last row in current year) + sum of TotalCashChange from History.ActiveCredit for @dt. This running-balance approach was introduced 2020-06-07 replacing the direct History.Credit.TotalCash read. (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,InProcessCashouts,Direct,"Sum of pending withdrawal amounts for this CID that have not yet been finalized (statuses other than 3=Processed, 4=Cancelled, 5,6). Includes partially processed amounts for split-payment withdrawals plus associated fees. Computed by SP_Fact_SnapshotEquity_InProcessCashouts from Billing.Withdraw, History.WithdrawAction, and History.WithdrawToFundingAction. (Tier 2 — SP_Fact_SnapshotEquity_InProcessCashouts) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalMirrorPositionsAmount,Direct,"Sum of position amounts where MirrorID > 0 AND ParentPositionID != 0 (copy-trading positions only, excluding the parent/guru's own positions). Represents the CID's total investment in copy relationships. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalMirrorCash,Direct,Cash available for copy-trading. Formula: TotalCash - Credit. (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalStockOrders,Direct (legacy — always 0 since 2019),"Legacy column, hardcoded to 0. Removed 2019-03-03 (Boris Slutski) — no data in PROD since 2015. Kept for schema compatibility. (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity); legacy — always 0 since 2019",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalMirrorStockOrders,Direct (legacy — always 0 since 2019),"Legacy column, hardcoded to 0. Removed 2019-03-03 alongside TotalStockOrders. Kept for schema compatibility. (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity); legacy — always 0 since 2019",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Credit,Direct,"Outstanding credit/bonus balance from History.ActiveCredit. Last credit event per CID per day (selected via ROW_NUMBER partition by CID, ordered by Occurred DESC, CreditID DESC). Negative values represent outstanding obligations. (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,AUM,Direct,"Assets Under Management. Formula: TotalMirrorPositionAmount + TotalCash - Credit. For MERGE INSERT: computed as TotalMirrorPositionsAmount + TotalMirrorCash. Confluence: ""AUC (or AUM) on PI Dashboard: Total Unrealized Copy Amount of the Copiers."" (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,BonusCredit,Direct,"Bonus credit balance from History.ActiveCredit.BonusCredit. Confluence: ""History.Credit.CreditTypeID = 5, 7 → BackOffice.BonusType.BonusTypeID → History.Credit.BonusTypeID"". ISNULL to 0 in ETL. (Tier 2 — SP_Fact_SnapshotEquity) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalStockPositionAmount,Direct,"Sum of position amounts where InstrumentTypeID IN (5,6) AND instrument is NOT a future. Represents CFD and real stock positions (excluding futures that also have InstrumentTypeID 5/6). Added with mutual exclusivity fix (Guy M, 2025-07-29). (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalMirrorStockPositionAmount,Direct,Mirror (copy-trading) subset of TotalStockPositionAmount. Adds MirrorID > 0 AND ParentPositionID != 0. Same mutual exclusivity fix with futures. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,PositionPnL,Direct,"Total unrealized PnL in USD across all open positions for this CID on this date. Uses V1 formula (PnLInDollars from staging). This is the primary PnL metric. ""The difference between Realized Equity and Unrealized Equity is the Position PnL"" (Confluence). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL)",climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CopyPositionPnL,Direct,Unrealized PnL from copy-trading positions only (MirrorID > 0). Includes all asset classes. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,StandardDeviation,Direct,Portfolio risk measure: standard deviation of the customer's weighted portfolio computed from instrument covariance matrix. Only calculated for dates >= 2012-12-31. Formula: √(Σ weight_a × weight_b × covariance). NULL for pre-2013 data. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CommissionOnOpen,Direct,Sum of opening commissions (Commission) across all open positions for this CID. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,StocksPositionPnL,Direct,"Unrealized PnL from stock positions (InstrumentTypeID IN (5,6) AND NOT futures). Includes both real and CFD stocks, both manual and copy. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL)",climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,MirrorStocksPositionPnL,Direct,"Unrealized PnL from copy-trading stock positions (InstrumentTypeID IN (5,6) AND NOT futures AND MirrorID > 0). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL)",climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CryptoPositionPnL,Direct,"Unrealized PnL from all crypto positions (InstrumentTypeID = 10 AND NOT futures). Includes real, CFD, manual, and copy. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL)",climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,ManualCryptoPositionPnL,Direct,Unrealized PnL from manually-opened crypto positions (InstrumentTypeID = 10 AND NOT futures AND MirrorID = 0). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CopyCryptoPositionPnL,Direct,Unrealized PnL from copy-trading crypto positions (InstrumentTypeID = 10 AND NOT futures AND MirrorID > 0). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalCryptoPositionAmount,Direct,"Sum of position amounts where InstrumentTypeID = 10 AND instrument is NOT a future. Represents CFD and real crypto positions. Confluence: ""TotalCryptoPositionAmount + TotalStockPositionAmount = TotalPositionsAmount"" (approximately, excluding other types). (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CopyFundAUM,Direct,"Passthrough — no upstream semantic (chain: V_Liabilities.CopyFundAUM -> Fact_SnapshotEquity.CopyFundAUM, column_not_found)",climb_exhausted:column_not_found
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CopyFundPnL,Direct,Unrealized PnL from positions opened via copy-fund relationships (parent CID had AccountTypeID=9 at the time the copy was opened). Identified via History.BackOfficeCustomer + History.Mirror join. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,NOP,Direct,"Net Open Position — total signed directional USD exposure across all instruments. Positive = net long, negative = net short. ""eToro holding of each instrument"" (Confluence). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL)",climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Notional,Direct,"Total absolute USD exposure across all positions. Computed as SUM(ABS(per-position signed USD exposure)) grouped by CID — ABS is applied per position, not per instrument. Always >= 0. (via Fact_CustomerUnrealized_PnL)",climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,NOP_Crypto,Direct,Net Open Position for crypto instruments only (InstrumentTypeID = 10 AND NOT futures). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Notional_Crypto,Direct,Absolute USD exposure for crypto instruments only. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,NOP_CFD,Direct,"Net Open Position for all CFD positions (IsSettled = 0), all asset classes. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL)",climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Notional_CFD,Direct,Absolute USD exposure for all CFD positions. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,NOP_Crypto_CFD,Direct,Net Open Position for crypto CFD positions (InstrumentTypeID = 10 AND IsSettled = 0). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Notional_Crypto_CFD,Direct,Absolute USD exposure for crypto CFD positions. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,PositionPnLStocksReal,Direct,"Unrealized PnL from real (settled) stock positions only (IsSettled = 1 AND InstrumentTypeID IN (5,6) AND NOT futures). Uses PnLInDollars. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL)",climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,PositionPnLCryptoReal,Direct,Unrealized PnL from real (settled) crypto positions only (IsSettled = 1 AND InstrumentTypeID = 10 AND NOT futures). Uses PnLInDollars. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalRealStocks,Direct,"Sum of position amounts where IsSettled = 1 AND InstrumentTypeID IN (5,6) AND instrument is NOT a future. ""Real"" means the customer owns the underlying asset (settled/delivered). Updated via IsSettled change tracking from History.PositionChangeLog. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity)",climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalRealCrypto,Direct,Sum of position amounts where IsSettled = 1 AND InstrumentTypeID = 10 AND instrument is NOT a future. Real crypto ownership (settled positions). Updated via IsSettled change tracking. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CommissionByUnitsCrypto_TRS,Direct,Prorated commission for crypto TRS positions (IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2). Added 2022-01-27 (Inbal BML). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CopyCryptoPositionPnL_TRS,Direct,Unrealized PnL from copy-trading crypto TRS positions (InstrumentTypeID = 10 AND MirrorID > 0 AND SettlementTypeID = 2). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CryptoPositionPnL_TRS,Direct,Unrealized PnL from all crypto TRS positions (InstrumentTypeID = 10 AND SettlementTypeID = 2). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,FullCommissionByUnitsCrypto_TRS,Direct,Full prorated commission for crypto TRS positions (IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,ManualCryptoPositionPnL_TRS,Direct,Unrealized PnL from manually-opened crypto TRS positions (InstrumentTypeID = 10 AND MirrorID = 0 AND SettlementTypeID = 2). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,NOP_Crypto_TRS,Direct,Net Open Position for crypto TRS positions (InstrumentTypeID = 10 AND IsSettled = 0 AND SettlementTypeID = 2). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Notional_Crypto_TRS,Direct,Absolute USD exposure for crypto TRS positions. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Total_TRSCrypto,Direct,Sum of crypto position amounts where IsSettled = 0 AND InstrumentTypeID = 10 AND SettlementTypeID = 2. CFD-style crypto positions under TRS settlement (not yet settled to real ownership). Added 2022-01-27. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalCryptoPositionAmount_TRS,Direct,Sum of crypto position amounts where SettlementTypeID = 2 (TRS — Total Return Swap) AND instrument is NOT a future. Added 2022-01-27 (Inbal BML). TRS positions have different regulatory treatment than settled positions. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,MirrorRealFuturesPositionPnL,Direct,Unrealized PnL from copy-trading futures positions (IsFuture = 1 AND MirrorID > 0). Uses PnLInDollars. Added 2024-11-10 (Daniel Kaplan). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,ManualRealFuturesPositionPnL,Direct,Unrealized PnL from manually-opened futures positions (IsFuture = 1 AND MirrorID = 0). Uses PnLInDollars. Added 2024-11-10. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,NOP_FuturesReal,Direct,Net Open Position for futures instruments (IsFuture = 1). Added 2024-11-10. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,Notional_FuturesReal,Direct,Absolute USD exposure for futures instruments. Always positive (uses ABS for sell positions). Added 2024-11-10. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,PositionPnLFuturesReal,Direct,Total unrealized PnL from all futures positions (IsFuture = 1). Uses PnLInDollars. Added 2024-11-10. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,FullCommissionByUnitsFuturesReal,Direct,Full prorated commission for futures positions (IsFuture = 1). Added 2024-11-10. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,CommissionByUnitsFuturesReal,Direct,Prorated commission for futures positions (IsFuture = 1). Added 2024-11-10. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalMirrorRealFuturesPositionAmount,Direct,Sum of futures position amounts where MirrorID > 0. From Dim_Instrument_Snapshot.IsFuture = 1. Added 2024-10-30 (Daniel Kaplan). (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalRealFutures,Direct,Sum of all futures position amounts. Identified via JOIN to Dim_Instrument_Snapshot where IsFuture = 1 for the snapshot DateID. Added 2024-10-30. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalFuturesProviderMargin,Direct,Sum of provider margin for futures positions: LotCountDecimal × Dim_Instrument_Snapshot.ProviderMarginPerLot. Represents the margin required by the futures provider. Added 2024-10-30. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,NOP_StocksMargin,Direct,Net Open Position for stock margin positions (SettlementTypeID = 5). Added 2025-09-25 (Daniel Kaplan). (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,PositionPnLStocksMargin,Direct,Unrealized PnL from stock margin positions (SettlementTypeID = 5). Uses PnLInDollars. Added 2025-09-25. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL),climb_found:Fact_CustomerUnrealized_PnL
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalStocksMargin,Direct,Sum of stock margin position amounts where SettlementTypeID = 5. Represents margin-traded stock positions (not fully settled). Added 2025-09-30 (Daniel Kaplan). (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,TotalStockMarginLoanValue,Direct,Loan value for leveraged stock margin positions: InitForexRate × AmountInUnitsDecimal × InitConversionRate - NewAmount. Only computed when SettlementTypeID = 5 AND Leverage <> 1. Formula updated 2025-12-10 to use InitConversionRate. (Tier 2 — SP_Fact_SnapshotEquity_TotalPositionAmount) (via Fact_SnapshotEquity),climb_found:Fact_SnapshotEquity
