wiki_path,column_name,verdict,claim_tier,claim_source_text,resolved_wiki,resolved_column,resolved_tier,claim_text,source_text,notes
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,AccountTypeID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,AccountTypeID,,"Customer account classification. Default=1 (real retail account). Distribution: 1=18.614M, 0=44K, 2=37K, 6=17K, others <6K","Customer account classification. DEFAULT=1 (real retail account). Distribution: 1=18.614M, 0=44K, 2=37K, 6=17K, others <6K. The filtered NC index on AccountTypeID=9 suggests type 9 is a frequently-queried special account type",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,RegulationID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,RegulationID,,"Regulatory entity governing this account. FK to Dictionary.Regulation. Top values: CySEC=7.39M, BVI=7.30M, FCA=1.17M. Changes trigger RegulationChangeDate update","Regulatory entity governing this account. FK (WITH CHECK) to Dictionary.Regulation. Top values: CySEC=7.39M, BVI=7.30M, FCA=1.17M. Changes trigger RegulationChangeDate update and RegulationChangeLog insert. DEFAULT=0",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,DesignatedRegulationID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,DesignatedRegulationID,,Secondary/override regulation for accounts subject to multiple jurisdictions. FK to Dictionary.Regulation,"FK (WITH CHECK) to Dictionary.Regulation. Secondary/override regulation for accounts subject to multiple jurisdictions. Used in TradingRiskStatusID computation (e.g., Australian residents under CySEC with DesignatedRegulationID=ASIC)",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,RegulationChangeDate,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,RegulationChangeDate,,Timestamp when RegulationID was last changed. Updated automatically by the CustomerHistoryUpdate trigger. NULL if never changed since creation,Timestamp when RegulationID was last changed. Updated automatically by the CustomerHistoryUpdate trigger on RegulationID changes. NULL if never changed since account creation,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,CountryID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,CountryID,,"Country of residence. FK to Dictionary.Country. Determines regulatory framework, available instruments, and leverage limits. Default=0","Country of residence. FK to Dictionary.Country. Determines regulatory framework, available instruments, and leverage limits. Default=0",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,CountryIDByIP,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,CountryIDByIP,,Country detected from the customer IP address at registration. Used for fraud detection and geo-comparison (CountryID vs CountryIDByIP mismatch flagging),Country detected from the customer's IP address at registration. Used for fraud detection and geo-comparison (CountryID vs CountryIDByIP mismatch flagging),downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,CitizenshipCountryID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,CitizenshipCountryID,,Country of citizenship (may differ from CountryID/residence). FK to Dictionary.Country. Added 2018 for enhanced KYC,Country of citizenship (may differ from CountryID/residence). FK to Dictionary.Country. Added 2018 (changelog: 50308) for enhanced KYC,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,POBCountryID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,POBCountryID,,Place of birth country. FK to Dictionary.Country. Added for KYC (HLD: RD-4436),"Place of birth country. FK to Dictionary.Country. Added for KYC (HLD: RD-4436 Add Place of Birth to KYC, Confluence CR)",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,RegionID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,RegionID,,Geographic region ID (GeoIP-derived or set). Used alongside CountryID for more granular regional regulation,Geographic region ID (GeoIP-derived or set). Used alongside CountryID for more granular regional regulation,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,RegionByIP_ID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,RegionByIP_ID,,Region detected from IP address. Separate from RegionID (profile-based) to allow mismatch detection,Region detected from IP address. Separate from RegionID (profile-based) to allow mismatch detection,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,DocumentStatusID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,DocumentStatusID,,Current state of the customer KYC document submission and review queue. NULL if no documents submitted,Current state of the customer's KYC document submission and review queue. NULL if no documents submitted,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,SuitabilityTestStatusID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,SuitabilityTestStatusID,,MiFID II appropriateness/suitability test result. NULL if test not completed,MiFID II appropriateness/suitability test result. NULL if test not completed. FK to Dictionary (implied). Required for complex product access under MiFID II,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,WorldCheckID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,WorldCheckID,,Refinitiv/LSEG World-Check sanctions and PEP screening result. FK to Dictionary.WorldCheck. Default=0,FK (WITH CHECK) to Dictionary.WorldCheck. Refinitiv/LSEG World-Check sanctions and PEP (Politically Exposed Person) screening result. DEFAULT=0,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,IsEDD,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,IsEDD,,"Enhanced Due Diligence required flag. 1 = customer requires deeper AML/KYC investigation (PEP, high-risk country, large transactions). 23,944 customers (0.13%) flagged. Default=0","Enhanced Due Diligence required flag. 1 = customer requires deeper AML/KYC investigation (e.g., PEP, high-risk country, large transactions). 23,944 customers (0.13%) flagged. DEFAULT=0",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,RiskStatusID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,RiskStatusID,,Legacy single-value risk status. Distinct from the multi-row BackOffice.CustomerRisk (which allows multiple simultaneous risk flags),Legacy single-value risk status. Distinct from the multi-row BackOffice.CustomerRisk (which allows multiple simultaneous risk flags). May reflect a legacy consolidated risk status code,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,RiskClassificationID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,RiskClassificationID,,Operational risk tier assigned by risk management. FK to Dictionary.RiskClassification. Tracked in UPDATE trigger audit,FK (WITH CHECK) to Dictionary.RiskClassification. Operational risk tier assigned by risk management. Tracked in UPDATE trigger audit,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,EmployeeAccount,FAIL_resolve,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,,,1 if this is an eToro employee personal trading account (renamed from isEmployeeAccount). Flags employee accounts for special monitoring and compliance checks,,column 'EmployeeAccount' not found in source
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,LanguageID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,LanguageID,,Customer preferred platform language. FK to Dictionary.Language. Controls UI language. Default=0,Customer's preferred platform language. FK to Dictionary.Language. Controls UI language. Default=0,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,CommunicationLanguageID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,CommunicationLanguageID,,"Language for customer communications (emails, notifications). May differ from LanguageID if customer has different communication preferences","Language for customer communications (emails, notifications). May differ from LanguageID if customer has different communication preferences",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,IsEmailVerified,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,IsEmailVerified,,Whether the email address has been verified by clicking a confirmation link. NULL for older accounts predating this flag,Whether the email address has been verified by clicking a confirmation link. NULL for older accounts predating this flag,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,PrivacyPolicyID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,PrivacyPolicyID,,Version of the privacy policy the customer has accepted. FK to Dictionary.PrivacyPolicy,Version of the privacy policy the customer has accepted. FK to Dictionary.PrivacyPolicy,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,IsCopyBlocked,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,IsCopyBlocked,,1 if the customer is blocked from copy trading. 0 in all current rows - feature exists but currently unused/not enforced,1 if the customer is blocked from copy trading (copying other traders). 0 in all 18.744M current rows - feature exists but currently unused/not enforced,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,GuruStatusID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,GuruStatusID,,eToro Popular Investor/Guru program status - whether the customer is an active copy trading strategy provider. FK to Dictionary.GuruStatus,FK (WITH CHECK) to Dictionary.GuruStatus. eToro's Popular Investor/Guru program status - whether the customer is an active copy trading strategy provider,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,EvMatchStatus,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,EvMatchStatus,,"Electronic verification match result. Score or decision from automated identity verification vendors (Onfido, Au10tix). NULL if not yet processed","Electronic verification match result. Score or decision from automated identity verification vendors (Onfido, Au10tix). NULL if not yet processed",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,AccountManagerID,FAIL_resolve,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,,,Currently assigned BackOffice sales/service agent (renamed from ManagerID). FK to BackOffice.Manager. NULL = unassigned,,column 'AccountManagerID' not found in source
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,SalesForceAccountID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,SalesForceAccountID,,Salesforce CRM Account record ID (18-char Salesforce ID). Links the trading account to the SF Account. NULL if not yet synced,Salesforce CRM Account record ID (18-char Salesforce ID). Links the trading account to the SF Account (company/household). NULL if not yet synced,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,PhoneVerifiedID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,PhoneVerifiedID,,Result code of phone number verification process. NULL if not yet attempted,Result code of phone number verification process. NULL if not yet attempted,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,ApexID,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,ApexID,,APEX US stocks broker account ID. Only populated for US-regulated customers at Level >= 2 who have APEX accounts,APEX US stocks broker account ID. Indexed via Apexid (NC) index. Only populated for US-regulated customers at Level >= 2 who have APEX accounts (see APEX Confluence page),downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,HasWallet,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,HasWallet,,1 if the customer has an active eToro Money wallet linked to their trading account. Default=0,"1 if the customer has an active eToro Money wallet linked to their trading account. DEFAULT=0. 3,554 customers (0.019%) have a wallet. Filtered NC index for wallet-holder queries",downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,CashoutFeeGroupID,FAIL_tier_promotion,1,BackOffice.Customer,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/BackOffice/Tables/BackOffice.Customer.md,CashoutFeeGroupID,,Determines which withdrawal fee schedule applies to this customer. FK to Dictionary.CashoutFeeGroup. NULL = default fee group,FK (WITH CHECK) to Dictionary.CashoutFeeGroup. Determines which withdrawal fee schedule applies to this customer. NULL = default fee group,downstream claims Tier 1 but source is Tier NONE
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,WeekendFeePrecentage,FAIL_tier_promotion,1,Customer.CustomerStatic,knowledge/ProdSchemas/DB_Schema/etoro/Wiki/Customer/Tables/Customer.CustomerStatic.md,WeekendFeePrecentage,,Weekend swap fee percentage. Default=100 (full fee). Values below 100 indicate discounted weekend fees for select customers. Note: column name has typo Precentage,"Weekend swap fee percentage. Default=100 (full fee). Values below 100 indicate discounted weekend fees for select customers. Note: column name has typo ""Precentage"" instead of ""Percentage""",downstream claims Tier 1 but source is Tier NONE
