ProcedureName,TableName,FrequencySP,ProcessName,Priority,max_update,modify_date,freshness_method,tableau_workbooks,total_views_sum,newest_wb_updated,newest_wb_age_days,is_feeder,verdict,decision
BI_DB_dbo.SP_RiskAlertManagementTool,BI_DB_dbo.BI_DB_RiskAlertManagementTool,Daily,SB_Daily,0,5/31/2026 5:18,11/10/2025 14:33,UpdateDate,10,6960,5/31/2026,0,Y,KEEP,
BI_DB_dbo.SP_rsk_AgregatedRisk,BI_DB_dbo.BI_DB_Mirror_Assets_Allocation,Daily,SB_Daily,0,5/31/2026 6:41,7/12/2023 10:41,UpdateDate,1,1509,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_rsk_AgregatedRisk,BI_DB_dbo.BI_DB_rsk_DailyRiskAgg,Daily,SB_Daily,0,5/31/2026 6:40,7/12/2023 10:43,UpdateDate,1,1509,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_rsk_Portfolio,BI_DB_dbo.BI_DB_rsk_Portfolio,Daily,SB_Daily,0,5/31/2026 5:17,4/29/2021 16:02,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_rsk_RiskCorelation_PIs,BI_DB_dbo.BI_DB_rsk_Risk_PI_Correl,Daily,SB_Daily,0,5/31/2026 6:42,4/29/2021 16:02,UpdateDate,1,1509,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_rsk_RiskCorelation_PIs,BI_DB_dbo.BI_DB_rsk_Risk_PI_Stats,Daily,SB_Daily,0,5/31/2026 6:43,4/29/2021 16:02,UpdateDate,3,1909,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_Stocks_HS125,BI_DB_dbo.BI_DB_Stocks_HS125,Daily,SB_Daily,0,5/31/2026 5:17,10/27/2024 7:32,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Stocks_HS125,BI_DB_dbo.BI_DB_Stocks_HS121_CIDs,Daily,SB_Daily,0,5/31/2026 5:17,12/17/2024 20:07,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Stocks_Opportunities,BI_DB_dbo.BI_DB_Stocks_Opportunities,Daily,SB_Daily,0,5/30/2026 5:22,4/29/2021 16:01,UpdateDate,1,802,4/13/2026,48,,KEEP,
BI_DB_dbo.SP_SuspiciousActivityTrading_Investing,BI_DB_dbo.BI_DB_SuspiciousActivityTrading_Investing,Daily,SB_Daily,0,5/31/2026 5:29,8/8/2023 13:30,UpdateDate,1,266,12/30/2025,152,,KEEP,
BI_DB_dbo.SP_Taboola,BI_DB_dbo.BI_DB_DailyTaboolaCombineAffwiz,Daily,SB_Daily,0,5/31/2026 5:26,2/9/2022 8:22,UpdateDate,1,0,4/9/2026,52,,B_NEVER_VIEWED,
BI_DB_dbo.SP_TanganyEOD_Recon,BI_DB_dbo.BI_DB_LiveAcquisitionDashboard,Daily,SB_Daily,0,5/31/2026 11:18,11/17/2024 8:38,UpdateDate,1,3979,6/3/2024,727,,KEEP,
BI_DB_dbo.SP_Tax_Compensation_for_1099,BI_DB_dbo.BI_DB_Tax_Compensation_for_1099,Daily,SB_Daily,0,5/31/2026 5:27,12/24/2024 13:02,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Tax_Compliance_W8_AND_TIN,BI_DB_dbo.BI_DB_Tax_Compliance_Trade_CFD_US_Stocks,Daily,SB_Daily,0,5/31/2026 5:21,4/29/2021 16:01,UpdateDate,1,101,2/14/2024,837,,KEEP,
BI_DB_dbo.SP_Tax_Compliance_W8_AND_TIN,BI_DB_dbo.BI_DB_Tax_Compliance_TIN,Daily,SB_Daily,0,5/31/2026,4/29/2021 16:01,UpdateDate,3,2511,2/11/2026,109,Y,KEEP,
BI_DB_dbo.SP_Tax_PTM_Levy_Report,BI_DB_dbo.BI_DB_PTM_Levy_Report,Daily,SB_Daily,0,5/30/2026,3/31/2024 9:40,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_TaxReports,BI_DB_dbo.BI_DB_Tax_Reports_Status,Daily,SB_Daily,0,5/31/2026,2/21/2024 11:15,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_TIN_Gap,BI_DB_dbo.BI_DB_TIN_Gap,Daily,SB_Daily,0,5/31/2026 5:43,9/9/2024 12:35,UpdateDate,5,1794,11/26/2025,186,Y,KEEP,
BI_DB_dbo.SP_TIN_Gap_Temp_pop,BI_DB_dbo.BI_DB_TIN_Gap_Temp_pop,Daily,SB_Daily,0,5/31/2026 5:41,7/14/2024 8:34,UpdateDate,2,482,11/26/2025,186,,KEEP,
BI_DB_dbo.SP_Trading_Failures_Risk,BI_DB_dbo.BI_DB_Trading_Failures_Risk,Daily,SB_Daily,0,5/31/2026 9:06,8/24/2025 7:10,UpdateDate,1,228,1/21/2025,495,,KEEP,
BI_DB_dbo.SP_Twitter,BI_DB_dbo.BI_DB_Twitter,Daily,SB_Daily,0,5/31/2026 6:34,6/6/2023 11:31,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Unsettled_Trades_Risk,BI_DB_dbo.BI_DB_Unsettled_Trades_Risk,Daily,SB_Daily,0,5/29/2026 5:33,9/11/2024 8:20,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Apex_Address_Change,BI_DB_dbo.BI_DB_US_Apex_Address_Change,Daily,SB_Daily,0,5/31/2026 5:17,3/29/2023 9:06,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Apex_Rejected_Accounts,BI_DB_dbo.BI_DB_US_Apex_Rejected_Accounts,Daily,SB_Daily,0,5/31/2026 5:17,11/17/2024 8:37,UpdateDate,2,70,5/31/2026,0,,KEEP,
BI_DB_dbo.SP_US_Apex_Stocks_Activity_Recon,BI_DB_dbo.BI_DB_US_Apex_Stocks_Activity_eToroDB,Daily,SB_Daily,0,5/30/2026 5:28,8/24/2023 17:54,UpdateDate,1,178,2/20/2024,831,,KEEP,
BI_DB_dbo.SP_US_Apex_Stocks_Activity_Recon,BI_DB_dbo.BI_DB_US_Apex_Stocks_Activity_Apex,Daily,SB_Daily,0,5/20/2026 6:15,8/24/2023 17:54,UpdateDate,1,178,2/20/2024,831,,KEEP,
BI_DB_dbo.SP_US_Apex_Transactions_Trading_Activity,BI_DB_dbo.BI_DB_US_Apex_Transactions_Trading_Activity,Daily,SB_Daily,0,5/30/2026 11:02,1/24/2024 11:33,UpdateDate,1,1240,3/26/2024,796,,KEEP,
BI_DB_dbo.SP_US_Citizens_Under_Non_US_Regulation,BI_DB_dbo.BI_DB_US_Citizens_Under_Non_US_Regulation,Daily,SB_Daily,0,5/31/2026 5:26,11/17/2024 7:39,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Compliance_Apex_Clients,BI_DB_dbo.BI_DB_US_Compliance_Apex_Clients,Daily,SB_Daily,0,5/31/2026 5:33,8/24/2023 18:02,UpdateDate,1,137,2/1/2026,119,,KEEP,
BI_DB_dbo.SP_US_Compliance_Apex_Clients,BI_DB_dbo.BI_DB_US_Compliance_Apex_Clients_Crypto_Stocks,Daily,SB_Daily,0,5/31/2026 5:34,8/24/2023 18:02,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Customer_Acount_Reconcilation,BI_DB_dbo.BI_DB_US_Customer_Acount_Reconcilation,Daily,SB_Daily,0,5/31/2026 5:17,8/24/2023 17:59,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Daily_Crypto,BI_DB_dbo.BI_DB_FSRA_Weekly_Report,Daily,SB_Daily,0,5/27/2026,12/2/2024 9:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Mailing_Address_Non_US_Regulation,BI_DB_dbo.BI_DB_US_Mailing_Address_Non_US_Regulation,Daily,SB_Daily,0,5/30/2026 8:26,11/12/2024 14:55,UpdateDate,1,529,11/20/2024,557,,KEEP,
BI_DB_dbo.SP_US_Mailing_Address_Non_US_Regulation,BI_DB_dbo.BI_DB_US_Mailing_Address_Non_US_Regulation_Email,Daily,SB_Daily,0,5/30/2026 0:00,11/12/2024 14:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Popular_Investor,BI_DB_dbo.BI_DB_US_Popular_Investor,Daily,SB_Daily,0,5/31/2026,12/14/2023 10:13,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_US_Stocks_Transactions_Per_Time_Unit,BI_DB_dbo.BI_DB_US_Stocks_Transactions_Per_Time_Unit,Daily,SB_Daily,0,5/31/2026 5:17,8/24/2023 17:49,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_USA_FinanceReport_forTax,BI_DB_dbo.BI_DB_USA_FinanceReport_forTax_CreditID,Daily,SB_Daily,0,5/30/2026 5:30,8/6/2023 18:12,UpdateDate,1,401,2/20/2024,831,,KEEP,
BI_DB_dbo.SP_USA_FinanceReport_forTax,BI_DB_dbo.BI_DB_USA_FinanceReport_forTax,Daily,SB_Daily,0,5/30/2026 5:29,7/6/2022 9:23,UpdateDate,2,602,4/13/2026,48,Y,KEEP,
BI_DB_dbo.SP_UsersEngagement,BI_DB_dbo.BI_DB_UsersEngagement,Daily,SB_Daily,0,5/31/2026 7:32,7/16/2024 13:08,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_VAT_Transaction,BI_DB_dbo.BI_DB_VAT_Transactions,Daily,SB_Daily,0,5/31/2026 5:17,7/20/2023 14:14,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Vulnerable_Customers,BI_DB_dbo.BI_DB_Vulnerable_Customers,Daily,SB_Daily,0,5/31/2026 5:35,11/17/2024 8:37,UpdateDate,3,580,4/14/2026,47,,KEEP,
BI_DB_dbo.SP_W_AML_PEP_Customers,BI_DB_dbo.BI_DB_W_AML_PEP_Customers,Daily,SB_Daily,0,5/31/2026 5:17,5/27/2025 15:08,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_AML_PEP_Customers,BI_DB_dbo.BI_DB_W_AML_PEP_Customers_Trun,Daily,SB_Daily,0,5/31/2026 5:17,5/27/2025 15:08,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_AML_PEP_Customers,BI_DB_dbo.BI_DB_AML_Documents_Request,Daily,SB_Daily,0,5/31/2026 5:11,1/19/2025 15:45,UpdateDate,1,115,2/1/2026,119,Y,KEEP,
BI_DB_dbo.SP_W_Compliance_Vulnerability_Detection,BI_DB_dbo.BI_DB_Vulnerability_Positions,Daily,SB_Daily,0,5/31/2026 7:31,10/26/2025 16:31,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Compliance_Vulnerability_Detection,BI_DB_dbo.BI_DB_Vulnerability_CanceledWithdrawals,Daily,SB_Daily,0,5/31/2026 7:32,3/17/2024 7:12,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Compliance_Vulnerability_Detection,BI_DB_dbo.BI_DB_Vulnerability_LifetimeMetrics,Daily,SB_Daily,0,5/31/2026 7:37,5/24/2026 15:06,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Mon_Compliance_CDIM_Report  ,BI_DB_dbo.BI_DB_W_Mon_Compliance_CDIM_Report,Weekly Monday,SB_Daily,0,5/25/2026 5:21,3/2/2025 18:52,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Mon_Staking_Email_for_Marcin,BI_DB_dbo.BI_DB_Staking_Email_For_Marcin,Weekly Monday,SB_Daily,0,5/25/2026,6/27/2024 15:41,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Tue_Email_for_KYT,BI_DB_dbo.BI_DB_W_Tue_Email_for_KYT,Weekly Tuesday,SB_Daily,0,5/26/2026 7:35,7/24/2024 18:06,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Wed_BI_DB_FSRA_Weekly_Report,BI_DB_dbo.BI_DB_FSRA_Weekly_Report,Weekly Wednesday,SB_Daily,0,5/27/2026,12/2/2024 9:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_W_Wed_Compliance_Vulnerability,BI_DB_dbo.BI_DB_W_Wed_Compliance_Vulnerability_ALL,Weekly Wednesday,SB_Daily,0,5/27/2026 5:34,8/5/2024 8:43,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Watchlist_Tracking,BI_DB_dbo.BI_DB_Watchlist_Tracking_Item_Level,Daily,SB_Daily,0,5/31/2026 7:49,12/2/2024 10:04,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Watchlist_Tracking,BI_DB_dbo.BI_DB_Watchlist_Tracking_High_Level,Daily,SB_Daily,0,5/31/2026 7:49,4/29/2021 16:02,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_WatchListsByFunnel,BI_DB_dbo.BI_DB_WatchListsByFunnel,Daily,SB_Daily,0,5/31/2026 6:13,12/2/2024 9:55,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
BI_DB_dbo.SP_WeeklyCopyBlock,BI_DB_dbo.BI_DB_WeeklyCopyBlock,Daily,SB_Daily,0,5/31/2026 6:46,4/29/2021 16:02,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
BI_DB_dbo.SP_Wires_PIP_Calculation_Report,BI_DB_dbo.BI_DB_Wire_PIP_Report,Daily,SB_Daily,0,5/31/2026,12/3/2024 12:07,UpdateDate,2,400,4/14/2026,47,,KEEP,
Dealing_dbo.SP_AbuseAPI,Dealing_dbo.Dealing_AbuseAPI,Daily,SB_Daily,0,5/31/2026 6:22,12/24/2023 8:42,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_AbusersCIDs,Dealing_dbo.Dealing_AbusersCIDs,Daily,SB_Daily,0,5/31/2026 6:20,7/25/2023 13:37,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Apex_Recon,Dealing_dbo.Dealing_ApexRecon_Hedging,Daily,SB_Daily,0,5/30/2026 12:03,8/17/2023 9:22,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Apex_Recon,Dealing_dbo.Dealing_ApexRecon_TradeActivity,Daily,SB_Daily,0,5/30/2026 12:03,2/14/2024 12:31,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_BNY_VIRTU_Recon,Dealing_dbo.Dealing_BNY_VIRTU_ReconEODHolding,Daily,SB_Daily,0,5/30/2026 12:04,12/1/2024 12:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_BNY_VIRTU_Recon,Dealing_dbo.Dealing_BNY_VIRTU_ReconTrades,Daily,SB_Daily,0,5/30/2026 12:04,12/1/2024 12:55,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CapitalGuarantee,Dealing_dbo.Dealing_CapitalGuarantee,Daily,SB_Daily,0,5/31/2026 6:22,10/4/2023 10:07,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEP_ExecutionMonitoring,Dealing_dbo.Dealing_CEP_ExecutionMonitoring,Daily,SB_Daily,0,5/31/2026 6:22,8/13/2025 11:24,UpdateDate,3,1167,4/5/2026,56,,KEEP,
Dealing_dbo.SP_CEPDailyAudit,Dealing_dbo.Dealing_CEPDailyAudit_Rules,Daily,SB_Daily,0,5/29/2026 6:54,12/13/2023 14:24,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit,Dealing_dbo.Dealing_CEPDailyAudit_NameLists,Daily,SB_Daily,0,4/18/2026 6:59,12/13/2023 14:24,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit,Dealing_dbo.Dealing_CEPDailyAudit_CP,Daily,SB_Daily,0,5/29/2026 6:55,12/13/2023 14:25,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit,Dealing_dbo.Dealing_CEPDailyAudit_CPToRule,Daily,SB_Daily,0,5/30/2026 6:54,12/13/2023 14:25,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit,Dealing_dbo.Dealing_CEPDailyAudit_ConditionToCP,Daily,SB_Daily,0,5/29/2026 6:55,12/13/2023 14:25,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit,Dealing_dbo.Dealing_CEPDailyAudit_ListCIDMapping,Daily,SB_Daily,0,4/18/2026 7:00,12/13/2023 14:25,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit,Dealing_dbo.Dealing_CEPDailyAudit_Conditions,Daily,SB_Daily,0,5/29/2026 6:55,12/13/2023 14:25,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit_Emails,Dealing_dbo.V_Dealing_CEPDailyAudit_Rules_Last180Days,Daily,SB_Daily,0,5/29/2026 6:54,7/2/2025 11:18,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit_Emails,Dealing_dbo.V_Dealing_CEPDailyAudit_Conditions_Last180Days,Daily,SB_Daily,0,5/29/2026 6:55,7/2/2025 11:22,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CEPDailyAudit_Emails,Dealing_dbo.V_Dealing_CEPDailyAudit_CP_Last180Days,Daily,SB_Daily,0,5/29/2026 6:55,7/2/2025 11:21,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Clicks_OpenClose_Breakdown,Dealing_dbo.Dealing_Clicks_OpenClose_Breakdown,Daily,SB_Daily,0,5/31/2026 6:31,5/24/2026 14:58,UpdateDate,1,164,4/1/2025,425,,KEEP,
Dealing_dbo.SP_ClientCountry,Dealing_dbo.Dealing_ClientCountry,Daily,SB_Daily,0,5/31/2026 6:22,9/4/2023 9:05,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_ClientCountry,Dealing_dbo.Dealing_ClientCountry_Reg,Daily,SB_Daily,0,5/31/2026 6:22,9/4/2023 9:05,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CloseOnly_Recon,Dealing_dbo.Dealing_CloseOnly_Recon,Daily,SB_Daily,0,5/30/2026 6:37,7/30/2024 13:14,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_FailReasons,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:57,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_FailReasons_PIs,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:57,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_CIDs_CommissionsAndFails_PIs,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:57,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_CIDs_CommissionsAndFails,Daily,SB_Daily,0,5/31/2026 6:31,1/16/2024 17:59,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_FailReasons_Top20_PIs,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:58,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_FailReasons_Top20,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:57,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_PlayerLevel_Fails,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:58,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_PlayerLevel_Data_PIs,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:58,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_PlayerLevel_Data,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:58,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CommissionsAndFails_PerCID,Dealing_dbo.Dealing_PlayerLevel_Fails_PIs,Daily,SB_Daily,0,5/31/2026 6:31,12/19/2023 14:58,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_CopierAnalysis,Dealing_dbo.Dealing_CopierAnalysis,Daily,SB_Daily,0,5/31/2026 7:01,1/24/2024 10:29,UpdateDate,1,2502,5/31/2026,0,,KEEP,
Dealing_dbo.SP_DailySpread_ModeFrequency,Dealing_dbo.Dealing_DailySpread_ModeFrequency,Daily,SB_Daily,0,5/31/2026 6:32,3/12/2024 15:04,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_DailyVariableSpread,Dealing_dbo.Dealing_DailyVariableSpread,Daily,SB_Daily,0,5/31/2026 6:21,12/18/2023 18:54,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_DailyZeroPnL_Stocks,Dealing_dbo.Dealing_DailyZeroPnL_Stocks,Daily,SB_Daily,0,5/31/2026 6:29,2/6/2024 15:51,UpdateDate,0,0,,,Y,B_FEEDER_KEEP,
Dealing_dbo.SP_DataForDuco,Dealing_dbo.Dealing_Duco_EODRecon,Daily,SB_Daily,0,5/30/2026 6:28,9/11/2024 8:51,UpdateDate,2,5558,8/19/2025,285,Y,KEEP,
Dealing_dbo.SP_DataForDuco,Dealing_dbo.Dealing_Duco_ActivityRecon,Daily,SB_Daily,0,5/30/2026 6:28,9/11/2024 8:51,UpdateDate,1,5233,8/19/2025,285,Y,KEEP,
Dealing_dbo.SP_Employees_Report,Dealing_dbo.Dealing_Employees_Report,Daily,SB_Daily,0,5/31/2026 6:27,7/15/2024 7:03,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_EquityFees,Dealing_dbo.Dealing_EquityFees,Daily,SB_Daily,0,5/29/2026 7:56,1/18/2024 17:02,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_ESMANetLoss,Dealing_dbo.Dealing_ESMANetLoss,Daily,SB_Daily,0,5/31/2026 6:22,7/23/2023 12:55,UpdateDate,1,31,1/16/2026,135,,KEEP,
Dealing_dbo.SP_FactSet_Dependency_Status,Dealing_staging.Dealing_FactSet_Dependency_Status,Daily,SB_Daily,0,,5/31/2026 6:46,modify_date,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Fails_PI,Dealing_dbo.Dealing_Fails_PI,Daily,SB_Daily,0,5/31/2026 6:21,2/4/2024 7:30,UpdateDate,2,25,11/20/2024,557,,KEEP,
Dealing_dbo.SP_HedgeCost,Dealing_dbo.Dealing_HedgeCost,Daily,SB_Daily,0,5/31/2026 6:38,7/23/2023 10:48,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_Holdings_RealStocks,Dealing_dbo.Dealing_Holdings_RealStocks,Daily,SB_Daily,0,5/31/2026 6:21,11/16/2023 12:33,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
Dealing_dbo.SP_IB_Recon,Dealing_dbo.Dealing_IBRecon_EODHoldings,Daily,SB_Daily,0,5/29/2026 8:51,11/21/2023 11:56,UpdateDate,6,13389,5/29/2026,2,,KEEP,
Dealing_dbo.SP_IGRecon,Dealing_dbo.Dealing_IGReconTrades,Daily,SB_Daily,0,5/30/2026 6:39,1/1/2024 16:28,UpdateDate,0,0,,,,B_NO_TABLEAU_CONSUMER,
