file_relpath,line,slop_kind,uc_object,column,statement_kind,current_statement,corrected_statement
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,53,labelid_bonusonly,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,LabelID,ALTER,ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked ALTER COLUMN LabelID COMMENT 'Internal segment label. FK to Dictionary.Label. LabelID=26 = BonusOnly customer (triggers IsHedged=0). Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked ALTER COLUMN LabelID COMMENT 'Customer-segment label. FK to DWH_dbo.Dim_Label. Per dictionary (verified 2026-05-13): 26=ILQ, 30=Dealing -- both excluded by IsValidCustomer and used in the BackOffice IsHedged trigger (along with BackOffice.BonusOnlyCustomers, which is a SEPARATE table-based list, not the same as LabelID=26). Many other labels exist; query Dim_Label for the full map. Default=0. (Tier 1 - Customer.CustomerStatic)';"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,68,playerlevelid_v1,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,PlayerLevelID,ALTER,ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked ALTER COLUMN PlayerLevelID COMMENT 'Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked ALTER COLUMN PlayerLevelID COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,290,labelid_bonusonly,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_customer,LabelID,ALTER,ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_customer ALTER COLUMN LabelID COMMENT 'Internal segment label. FK to Dictionary.Label. LabelID=26 = BonusOnly customer (triggers IsHedged=0). Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_customer ALTER COLUMN LabelID COMMENT 'Customer-segment label. FK to DWH_dbo.Dim_Label. Per dictionary (verified 2026-05-13): 26=ILQ, 30=Dealing -- both excluded by IsValidCustomer and used in the BackOffice IsHedged trigger (along with BackOffice.BonusOnlyCustomers, which is a SEPARATE table-based list, not the same as LabelID=26). Many other labels exist; query Dim_Label for the full map. Default=0. (Tier 1 - Customer.CustomerStatic)';"
knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.alter.sql,305,playerlevelid_v1,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_customer,PlayerLevelID,ALTER,ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_customer ALTER COLUMN PlayerLevelID COMMENT 'Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_customer ALTER COLUMN PlayerLevelID COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_SnapshotCustomer.alter.sql,50,playerlevelid_v2_demo,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PlayerLevelID,ALTER,"ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked ALTER COLUMN PlayerLevelID COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked ALTER COLUMN PlayerLevelID COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer.alter.sql,71,playerlevelid_v2_demo,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer,PlayerLevelID,ALTER,"ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer.downstream.alter.sql,41,playerlevelid_v2_demo,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PlayerLevelID,ALTER,"ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer.downstream.alter.sql,85,playerlevelid_v2_demo,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid,PlayerLevelID,ALTER,"ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.alter.sql,105,playerlevelid_v2_demo,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PlayerLevelID,ALTER,"ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.alter.sql,224,playerlevelid_v2_demo,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid,PlayerLevelID,ALTER,"ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID_masked.downstream.alter.sql,37,playerlevelid_v2_demo,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid,PlayerLevelID,ALTER,"ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID_piidata.downstream.alter.sql,37,playerlevelid_v2_demo,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,PlayerLevelID,ALTER,"ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_DimUser.alter.sql,41,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_dimuser,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_dimuser ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_dimuser ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,750,iscreditreportvalidcb_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa,IsCreditReportValidCB,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed: similar to IsValidCustomer but with additional AccountTypeID != 2 exclusion and specific CID exceptions for CountryID=250. (Tier 2 - SP_Dim_Customer)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_daily_nwa ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when NOT (PlayerLevelID=4 AND AccountTypeID<>2) AND LabelID NOT IN (26,30) AND NOT (CountryID=250 AND CID NOT IN (3400616,10526243,10842855,11464063,21547142,34537826)). Same Internal/Dealing/ILQ exclusions as IsValidCustomer, PLUS demo-account exclusion (AccountTypeID<>2), with six hard-coded subsidiary-broker CIDs under CountryID=250 re-included. Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,789,playerlevelid_v1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition,PlayerLevelID,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition ALTER COLUMN `PlayerLevelID` COMMENT 'Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cid_lifestagedefinition ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,799,iscreditreportvalidcb_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,IsCreditReportValidCB,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed: similar to IsValidCustomer but with additional AccountTypeID != 2 exclusion and specific CID exceptions for CountryID=250. (Tier 2 - SP_Dim_Customer)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when NOT (PlayerLevelID=4 AND AccountTypeID<>2) AND LabelID NOT IN (26,30) AND NOT (CountryID=250 AND CID NOT IN (3400616,10526243,10842855,11464063,21547142,34537826)). Same Internal/Dealing/ILQ exclusions as IsValidCustomer, PLUS demo-account exclusion (AccountTypeID<>2), with six hard-coded subsidiary-broker CIDs under CountryID=250 re-included. Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,800,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_aggregate_level_new ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,827,iscreditreportvalidcb_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,IsCreditReportValidCB,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed: similar to IsValidCustomer but with additional AccountTypeID != 2 exclusion and specific CID exceptions for CountryID=250. (Tier 2 - SP_Dim_Customer)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when NOT (PlayerLevelID=4 AND AccountTypeID<>2) AND LabelID NOT IN (26,30) AND NOT (CountryID=250 AND CID NOT IN (3400616,10526243,10842855,11464063,21547142,34537826)). Same Internal/Dealing/ILQ exclusions as IsValidCustomer, PLUS demo-account exclusion (AccountTypeID<>2), with six hard-coded subsidiary-broker CIDs under CountryID=250 re-included. Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,828,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_balance_cid_level_new ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,856,iscreditreportvalidcb_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown,IsCreditReportValidCB,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed: similar to IsValidCustomer but with additional AccountTypeID != 2 exclusion and specific CID exceptions for CountryID=250. (Tier 2 - SP_Dim_Customer)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when NOT (PlayerLevelID=4 AND AccountTypeID<>2) AND LabelID NOT IN (26,30) AND NOT (CountryID=250 AND CID NOT IN (3400616,10526243,10842855,11464063,21547142,34537826)). Same Internal/Dealing/ILQ exclusions as IsValidCustomer, PLUS demo-account exclusion (AccountTypeID<>2), with six hard-coded subsidiary-broker CIDs under CountryID=250 re-included. Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
