file_relpath,line,slop_kind,uc_object,column,statement_kind,current_statement,corrected_statement
knowledge/synapse/Wiki/_downstream_column_comments.sql,857,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_client_new_compensationbreakdown ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,912,playerlevelid_v1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,PlayerLevelID,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop ALTER COLUMN `PlayerLevelID` COMMENT 'Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,914,iscreditreportvalidcb_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop,IsCreditReportValidCB,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed: similar to IsValidCustomer but with additional AccountTypeID != 2 exclusion and specific CID exceptions for CountryID=250. (Tier 2 - SP_Dim_Customer)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_crypto_nop ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when NOT (PlayerLevelID=4 AND AccountTypeID<>2) AND LabelID NOT IN (26,30) AND NOT (CountryID=250 AND CID NOT IN (3400616,10526243,10842855,11464063,21547142,34537826)). Same Internal/Dealing/ILQ exclusions as IsValidCustomer, PLUS demo-account exclusion (AccountTypeID<>2), with six hard-coded subsidiary-broker CIDs under CountryID=250 re-included. Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,973,playerlevelid_v1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,PlayerLevelID,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport ALTER COLUMN `PlayerLevelID` COMMENT 'Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,975,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,976,iscreditreportvalidcb_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport,IsCreditReportValidCB,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed: similar to IsValidCustomer but with additional AccountTypeID != 2 exclusion and specific CID exceptions for CountryID=250. (Tier 2 - SP_Dim_Customer)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailycommisionreport ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when NOT (PlayerLevelID=4 AND AccountTypeID<>2) AND LabelID NOT IN (26,30) AND NOT (CountryID=250 AND CID NOT IN (3400616,10526243,10842855,11464063,21547142,34537826)). Same Internal/Dealing/ILQ exclusions as IsValidCustomer, PLUS demo-account exclusion (AccountTypeID<>2), with six hard-coded subsidiary-broker CIDs under CountryID=250 re-included. Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1012,playerlevelid_v2_demo,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition,PlayerLevelID,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_dailydividendsbyposition ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1204,labelid_bonusonly,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee,LabelID,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee ALTER COLUMN `LabelID` COMMENT 'Internal segment label. FK to Dictionary.Label. LabelID=26 = BonusOnly customer (triggers IsHedged=0). Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee ALTER COLUMN `LabelID` COMMENT 'Customer-segment label. FK to DWH_dbo.Dim_Label. Per dictionary (verified 2026-05-13): 26=ILQ, 30=Dealing -- both excluded by IsValidCustomer and used in the BackOffice IsHedged trigger (along with BackOffice.BonusOnlyCustomers, which is a SEPARATE table-based list, not the same as LabelID=26). Many other labels exist; query Dim_Label for the full map. Default=0. (Tier 1 - Customer.CustomerStatic)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1205,playerlevelid_v1,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee,PlayerLevelID,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee ALTER COLUMN `PlayerLevelID` COMMENT 'Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1206,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_depositwithdrawfee ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1292,playerlevelid_v2_demo,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution,PlayerLevelID,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution ALTER COLUMN `PlayerLevelID` COMMENT 'Account tier: 4=demo, other values=real tiers. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerLevelID (CC). FK to Dim_PlayerLevel. Critical for IsValidCustomer (PlayerLevelID=4 excluded). (Tier 2 - SP_Fact_SnapshotCustomer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_fact_customer_action_position_distribution ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1618,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1628,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_transaction,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_transaction ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_transaction ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1633,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1661,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1662,iscreditreportvalidcb_pi,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,IsCreditReportValidCB,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed: similar to IsValidCustomer but with additional AccountTypeID != 2 exclusion and specific CID exceptions for CountryID=250. (Tier 2 - SP_Dim_Customer)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when NOT (PlayerLevelID=4 AND AccountTypeID<>2) AND LabelID NOT IN (26,30) AND NOT (CountryID=250 AND CID NOT IN (3400616,10526243,10842855,11464063,21547142,34537826)). Same Internal/Dealing/ILQ exclusions as IsValidCustomer, PLUS demo-account exclusion (AccountTypeID<>2), with six hard-coded subsidiary-broker CIDs under CountryID=250 re-included. Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1663,playerlevelid_v1,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,PlayerLevelID,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e ALTER COLUMN `PlayerLevelID` COMMENT 'Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1671,isvalidcustomer_pi,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,IsValidCustomer,ALTER,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed: 1 when not Popular Investor (PlayerLevelID != 4), not label 30/26, and not CountryID=250. Used in reporting to filter out non-standard customers. (Tier 2 - SP_Dim_Customer)';","ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e ALTER COLUMN `IsValidCustomer` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when PlayerLevelID<>4 AND LabelID NOT IN (30,26) AND CountryID<>250. Dictionary lookups (verified 2026-05-13): PlayerLevelID=4 is Dim_PlayerLevel.Name=''Internal'' (in-house/employee level); LabelID=30 is Dim_Label.Name=''Dealing'' (dealing-desk operational accounts); LabelID=26 is Dim_Label.Name=''ILQ''; CountryID=250 is Dim_Country.Name=''eToro'' (internal pseudo-jurisdiction, Abbreviation=''ZZ''). Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1672,iscreditreportvalidcb_pi,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,IsCreditReportValidCB,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed: similar to IsValidCustomer but with additional AccountTypeID != 2 exclusion and specific CID exceptions for CountryID=250. (Tier 2 - SP_Dim_Customer)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e ALTER COLUMN `IsCreditReportValidCB` COMMENT 'DWH-computed in SP_Dim_Customer: 1 when NOT (PlayerLevelID=4 AND AccountTypeID<>2) AND LabelID NOT IN (26,30) AND NOT (CountryID=250 AND CID NOT IN (3400616,10526243,10842855,11464063,21547142,34537826)). Same Internal/Dealing/ILQ exclusions as IsValidCustomer, PLUS demo-account exclusion (AccountTypeID<>2), with six hard-coded subsidiary-broker CIDs under CountryID=250 re-included. Popular Investors are tracked by GuruStatusID and are NOT excluded by this flag. (Tier 2 - SP_Dim_Customer)';"
knowledge/synapse/Wiki/_downstream_column_comments.sql,1673,playerlevelid_v1,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,PlayerLevelID,ALTER,ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e ALTER COLUMN `PlayerLevelID` COMMENT 'Customer experience/permission level. FK to Dictionary.PlayerLevel. 1=Standard (94%); 4=Popular Investor; 7=VIP. Determines available features and risk limits. Default=0. (Tier 1 - Customer.CustomerStatic)';,"ALTER TABLE main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e ALTER COLUMN `PlayerLevelID` COMMENT 'Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)';"
